time,tmax,tmin,precip,rhmax,rhmin,rsds
10/15/1989,301.508911,283.536682,0.487154,38.441414,11.313182,201.823395
11/15/1989,296.082916,280.038269,23.647745,60.796085,21.02294,143.562668
12/15/1989,286.974915,273.571442,12.599685,67.740761,25.139833,122.875862
1/15/1990,290.893616,275.760223,12.782583,60.130085,22.916964,134.897247
2/15/1990,291.669891,276.798065,16.073626,61.251957,20.649002,172.106567
3/15/1990,298.170074,281.638885,0,40.303249,11.386477,236.882629
4/15/1990,301.571228,282.553345,0,33.275059,9.633811,306.01355
5/15/1990,310.57901,292.797546,0,33.025902,9.644373,324.652283
6/15/1990,312.391602,293.748199,0,32.550156,8.680908,346.292297
7/15/1990,314.626984,297.733978,0.370699,24.37985,9.282284,325.055786
8/15/1990,312.494598,294.674622,0.390593,31.38195,10.783525,297.990601
9/15/1990,312.393677,294.02243,0.296832,33.768948,10.314257,253.217178
10/15/1990,300.964996,284.634216,18.024242,48.998611,13.601997,194.864594
11/15/1990,295.062561,279.521423,27.123335,56.303402,19.664949,136.382614
12/15/1990,288.206818,275.192932,16.195032,67.241066,25.035355,120.067078
1/15/1991,292.602753,278.062073,7.987997,66.192886,24.711279,127.861259
2/15/1991,292.367004,276.677948,5.307234,45.973351,13.967423,183.0168
3/15/1991,295.885132,282.458801,52.654987,69.007843,25.960146,195.254776
4/15/1991,301.732697,285.918579,18.300306,53.060844,16.412447,283.107605
5/15/1991,302.969482,285.822876,0,43.277168,13.228398,334.887665
6/15/1991,311.054504,293.367523,0,41.649662,11.764112,326.930542
7/15/1991,313.9888,296.88028,0,28.455082,8.834588,316.389008
